Review,Price,Shipping,Outlook,Quality,Size,Shop_Service,General,Others
Đẹpoppp nha mn nên mua hihi siuuu đẹp rất ưng vừa chân luân á mn,-1,-1,1,-1,1,-1,-1,-1
Hình ảnh mang tính chất nhận xu thôi ak  Giao hàng nhanh chóng đóng gói cẩn thận chắc chắn  Sẽ ủng hộ shop dài dài  Nên mua nhé mọi người  Đúng size màu mẫu mk chọn Giá thành rẻ hơn các cửa hàng khác Chắc chắn quay lại mua thêm nữa,1,1,-1,-1,-1,1,-1,-1
"Giày mang hơi chật, hình ảnh video mang tính nhận xu",-1,-1,-1,-1,0,-1,-1,-1
Hàng oke nói chung là ổn vs giá tiền,-1,-1,-1,-1,-1,-1,2,-1
"Hình ảnh mang tính chất nhận xu, giầy đẹp rất hợp với giá tiền, ủng hộ shop",-1,-1,1,-1,-1,-1,-1,-1
"giày đẹp lắm nè giao hàng nhanh nữa, hàng về đúng size fom đẹp ! Giá lại rẻ nên mua nha mn",1,1,1,-1,1,-1,-1,-1
"Sách (chữ Hán: 冊) là một loạt các tờ giấy có chữ hoặc hình ảnh được viết tay hoặc in ấn, được buộc hoặc dán với nhau về cùng một phía. Mỗi mặt của một tờ trong các tờ này được gọi là một trang sách. Nếu sách chỉ bao gồm thông tin ở dạng điện tử được xem trên một",-1,-1,-1,-1,-1,-1,-1,2
"Giày đẹp lắm ạ, mang vừa in, mk mua chuẩn size hay mang nha, mn nên mua nha.",-1,-1,1,-1,1,-1,-1,-1
"đẹp lắm luôn nha mọi người, đi lên from chân rất đẹp, shop giao hàng nhanh, đóng hàng cẩn thận, shop tư vấn nhiệt tình. Se ủng hộ shop vào lần sau",-1,1,1,-1,-1,1,-1,-1
Mất thêm tiền mua hộp để tặng cuối cùng tới nơi nát hết hộp. Form giày cũng méo. Góp ý shop nên đầu tư thêm hộp giấy sản phẩm có đắt thêm 2-3k nhưng tới tay khách hài lòng,-1,-1,-1,-1,-1,0,-1,-1
Cũng được n đặt hộ nên k bt ns j blablabla.,-1,-1,-1,-1,-1,-1,2,-1
"Sản phẩm có chất lượng rất tốt ,giao hàng nhanh chóng .đi vào khá êm chân đóng gói chắc chắn mặc dù hộp hơi méo một chút",-1,1,-1,1,-1,1,-1,-1
Oki giày đi đẹp lắm  nhaa shipper thân thiện giao hàng nhanh,-1,1,1,-1,-1,-1,-1,-1
"Giày đẹp quá shop ơi Giao hàng nhanh, ưng quá sẽ ủng hộ tiếp ạ có 👍",-1,1,1,-1,-1,-1,-1,-1
Sản phẩm được bảo hành 6 tháng và 1 đổi 1 trong vòng 7 ngày nếu không vừa size và lổi từ nhà sản xuất ạ,-1,-1,-1,-1,-1,-1,-1,2
"Form giày ổn, nói chung là sản phẩm siêu oke ạ! Nhận bữa giờ nhưng chưa có dịp đi thử xem như thế nào, nhưng mà về hình thức thì ổn áp nha mọi người",-1,-1,2,-1,-1,-1,-1,-1
"Giày đẹp lắm mọi người ơi, nên mua nha, nghìn sao cho chủ tus",1,-1,-1,-1,-1,-1,-1,-1
Sau khi dặt thì bị ố vàng  Nhưng vs số tiền ấy là cx okee rồi,-1,-1,0,2,-1,-1,-1,-1
"Giày đẹp, shop nhiệt tình nhưng chỉ tiếc mình đặt size hơi rộng 1 chút🥲sẽ quay lại ủng hộ thêm ạ",-1,-1,1,-1,0,1,-1,-1
"-------&gt; Chị ơi !!!!! em ship cho mình 1 bộ nha❤️ . . em CAM KẾT đẹp 📌Sản phẩm này chất đẹp, đang sale lại được miễn ship 📌C nhận hàng K đúng y hình trả lại e k mất phí luôn ạ 📌Hơn nửa mình còn được kiểm hàng trước khi thanh toán nên chị yên tâm về chất lượng C cho e xin sdt và địa chỉ e ship cho",-1,-1,-1,-1,-1,-1,-1,2
giày đúng mẫu nha nhưng k biết sao oder đúng size nhưng mang bị chật mũi giày á,-1,-1,1,-1,0,-1,-1,-1
Giày đẹp lắm ạ chất tốt chỉ có điều hơi rộng số 37 mà như số 38 nhưng không sao vậy cũng được rồi màu trắng đẹp lắm ảnh chỉ mang tính chất minh hoạ cho đôi giày mọi người cân nhắc kĩ đặc size giày nên nhỏ hơn một size sẽ vừa chân hơn,-1,-1,1,-1,2,-1,-1,-1
"Sản phẩm đúng hình , shop nói chuyện dễ thương, 5 sao",-1,-1,-1,-1,-1,1,-1,-1
"Giày rất đẹp ,đóng gói cẩn thận tuy hơi móp chắc do bên vận chuyển nên mình vẫn cho shop 5 sao .",-1,2,1,-1,-1,1,1,-1
"Hộp móp méo, giao hàng nhanh, giày ổn nhưng 1 bên giày bị tróc, xước",-1,1,-1,0,-1,0,-1,-1
"phần đế bên trong ko bằng phẳng, mình đi ko thoải mái lắm nhưng với giá này thì cũng ko đòi hỏi gì nhiều",-1,-1,-1,0,-1,-1,-1,-1
Sản phẩm tốt ! Đóng gói chắc chắn ! Giao nhanh đúng thời gian nhanh chóng ! Sẽ ủng hộ shop nhiều nhiều lần nữa,-1,1,-1,-1,-1,1,1,-1
"giày đẹp , form đẹp , shop giao đúng size , giày vẫn ngấm nước chứ không hoàn toàn chống nước , vẫn ủng hộ shop 5 sao",-1,-1,1,2,-1,1,-1,-1
"Vừa vặn với chân, ban đầu đeo vừa mình k quen còn nghĩ là chật khó chịu, cơ mà đeo 1 lúc là thấy thích lắm nha",-1,-1,-1,-1,1,-1,-1,-1
tốt nm hơi bị rộng một xíuu,-1,-1,-1,-1,0,-1,1,-1
"giày cx ok, gót caoo ạa, chỉ thừa hơi nhieuu, mình mua tất mà cứ tưởng sẽ giống trong ảnh nma kh mn ạ=))) mn kh nên mua tất nhé",-1,-1,-1,-1,-1,-1,2,-1
Giày cứng from. Chỉ dính dơ 1 tí. Ko biết chà ra ko. Nhưng khá đẹp. Xứng đáng 5 sao. Shop rep tin nhắn khá nhanh. Tốt,-1,-1,1,-1,-1,1,-1,-1
"Đã nhận được hàng,đơn hàng quốc tế nên giao hơi lâu,chất lượng thì chờ trải nghiệm sẽ đánh giá tiếp,thanks shop",-1,0,-1,2,-1,-1,-1,-1
Giày đẹp lắm nè .,-1,-1,1,-1,-1,-1,-1,-1
"đẹp, giao hàng nhanh",-1,1,1,-1,-1,-1,-1,-1
Giao hàng nhanh hàng đúng hình tặng shop 5 sao,-1,1,1,-1,-1,-1,-1,-1
Hàng đặt 39 gui 36 về là sao bịp à,-1,-1,-1,-1,-1,0,-1,-1
Rẻ bền đẹp,1,-1,1,1,-1,-1,-1,-1
Giấy dán bếp từ Cata này con không được phép sử dụng trong các cuộc thi ảnh trong hồng và ok kiểu dáng khá đep đở bên đẹp nhất thế giới của quốc gia,-1,-1,-1,-1,-1,-1,-1,2
Chuẩn bị hàng hơi lâu ạ,-1,-1,-1,-1,-1,0,-1,-1
Size 37 cũng hơi chật nên ai size 37 thì nên size 38 nha sản phẩm ok,-1,-1,-1,-1,0,-1,1,-1
Chất lượng OK,-1,-1,-1,1,-1,-1,-1,-1
Chưa  đi nên không biết thế nào  Chất lượng với số tiền là OK,-1,-1,-1,1,-1,-1,-1,-1
Hình ảnh và video chỉ mang tính chất nhận xu Giày đẹp chị chủ tư vấn nhiệt tình giao hàng quá nhanh nên mua,-1,1,1,-1,-1,1,-1,-1
"Chê nha , mới bóc hộp nhìn gót k hiểu sao bị bẩn luôn Bình thường mk đi 39 , nhưng chắc do form đâm ra mk thấy hơi chật , mọi ng đi 39 thì đặt 40 cho thoải mái  Còn giày thì cũng dk phù hợp vs giá",-1,-1,0,-1,2,-1,2,-1
"Giao hàng nhanh đóng gói cẩn thận đúng mẫu, hình ảnh chỉ mang tính chất nhận xu .....",-1,1,-1,-1,-1,1,-1,-1
"Giày đẹp, vừa in chân mình luôn. Gói hàng ổn, giao hàng nhanh. 10đ chất lượng nha mn",-1,1,1,1,1,2,-1,-1
Sịn xò nha nên mua Có mã số của mình là người lớn mà còn có thể làm,-1,-1,-1,-1,-1,-1,1,-1
"Giao hàng nhanh, giày đúng kích cỡ, đống hộp cẩn thận, mang vừa chân, săn sale nên giá cũng rẻ",1,1,-1,-1,1,1,-1,-1
Giao rất lâu,-1,0,-1,-1,-1,-1,-1,-1
"Sản phảm như hình dùng tốt lắm ạ cảm ơn shop , giao hàng nhanh lắm ạ",-1,1,-1,-1,-1,1,-1,-1
"Giày đẹp, giống với mô tả. Chất lượng ổn so với giá, hơi rộng chút xíu nhưng form giày nhỏ nên vẫn đẹp.",-1,-1,1,2,0,-1,-1,-1
Tks Shop nha,-1,-1,-1,-1,-1,1,-1,-1
Giày đẹp quá trời đi êm chân lắm nhưng mà shipper cọc cằn  Giày vừa chân lắm nha,-1,0,1,1,1,-1,-1,-1
"Giao hàng đóng gói ok.giữ phom giày đẹp.shop trả lời nhiệt tình dễ thương,giao hàng nhanh.giày đẹp nữa",-1,1,1,-1,-1,1,-1,-1
Shop giao hàng siu nhanh luôn. Lúc đầu khui hàng thì hộp hơi bị móp méo. Mở ra giày rất đẹp. Với giá tiền như thế được đôi giày rất ưng. Mn lên mua nha.,-1,1,-1,1,-1,-1,1,-1
Giầy đẹp so với số tiền đáng mua,-1,-1,1,-1,-1,-1,-1,-1
"Giày ổn trong tầm giá, shop tue vấn nhiệt tình, đóng gói ok nhưng mỗi tội hộp bị móp hơi xấu, giao hàng nhanh. Nói chung mọi thứ đều ổn",-1,1,-1,-1,-1,2,2,-1
Giày đẹp ưng ý shipper giao hàng thân thiện nhưng hàng giao lâu quá gần 10 ngày mình mới nhận được nếu lần sau shop giao hàng nhanh hơn thì tốt mình mua size này to quá Nếu lần sau mua chỉ mua 40 hoặc 41 thôi,-1,0,1,-1,0,-1,-1,-1
Hàng rất đẹp có lót để dữ from hàng đẹp đi đc hai kiểu luôm nha,-1,-1,1,-1,-1,-1,-1,-1
Hàng đúng với mô tả…………………………………………………………….,-1,-1,-1,-1,-1,-1,1,-1
"Rẻ. Giao nhanh. Dùng xem sao được đặt nữa. Ok nha. Giày đẹp, chắc. Rẻ",1,1,1,1,-1,-1,-1,-1
(Hình ảnh và video chỉ mang tính chất nhận xu),-1,-1,-1,-1,-1,-1,-1,2
Giày đẹp nha  Chủ yếu là lấy xu thôi mn ơi,-1,-1,1,-1,-1,-1,-1,-1
Chất lượng cao giày đẹp,-1,-1,1,1,-1,-1,-1,-1
"Khá tốt, sp rẻ mà đẹp, hợp túi tiền",2,-1,1,-1,-1,-1,-1,-1
"Sp giống hình, nhung hơi chật mn ai mua nên lên 1 size",-1,-1,1,-1,0,-1,-1,-1
"hàng giao siêu lâu gần cả tuần mới nhận được hàng, hơi bẩn xíu:))",-1,0,0,-1,-1,-1,-1,-1
Mua giá thành này cũng ok ạ lên mua giày chuẩn size nhé,-1,-1,-1,-1,-1,-1,1,-1
Giày đẹp đế cao dáng đẹp. Không phải giày da nha.,-1,-1,1,2,-1,-1,-1,-1
Siêu siêu đẹp lun á mn. Đóng gói kĩ. Săn sale còn 220k mà đc đôi giày waa đẹp quá ưng ý. Do mua đúng size nên tui mang nó vừa chân mn mua rộng hơn 1 size mang cho thoải mái nha .Sẽ ủng hộ shop lần sau🫶🏻,-1,-1,1,-1,1,1,-1,-1
"Nên mua nha mọi người y hình  nha, lần sau sẽ ủng hộ tiếp",-1,-1,-1,-1,-1,1,-1,-1
Đúng với màu sắc chuẩn,-1,-1,1,-1,-1,-1,-1,-1
"Giày rộng quá ạ, em đeo bị rộng rồi ko đẹp chút nào 🥺 mọi ng lên lùi về một saiz nhé :(( buồn quá!",-1,-1,-1,-1,0,-1,-1,-1
Giầy đẹp đu gs size lên form chuẩn nên mua ạ.,-1,-1,1,-1,1,-1,-1,-1
"Giày ko có hợp , đóng gói sơ xài  Giao hàng nhanh",-1,1,-1,-1,-1,0,-1,-1
Giày đẹp ok như hình cho shop chuẩn 5 sao  kkkkkkkkkkgdghsbsvavgg,-1,-1,1,-1,-1,-1,-1,-1
Hàng chất lượng,-1,-1,-1,1,-1,-1,-1,-1
"Shop giao hàng nhanh, sản phẩm giống mô tả và đúng số lượng. Sẽ tiếp tục ủng hộ shop ạ",-1,1,1,-1,-1,-1,-1,-1
"Hàng rất đẹp, giao hàng nhanh , chất liệu đẹp, shiper thân thiện",-1,1,1,1,-1,-1,-1,-1
"Hàng cg ok , mỗi tội lót giày chỉ là 1 miếng vải lên đi cảm giác sẽ đau chân , mua thêm miếng lót nữa là ok , giày độn dc mấy cm mình cao đi thành cao hơn",-1,-1,-1,-1,-1,-1,2,-1
Hàng đẹp nên mua nha mn,-1,-1,-1,-1,-1,-1,1,-1
anh ơi anh đi ngủ đây mai còn phải làm gì đâu chị ạ ạ à ạ ạ đi ạ a a bê xê eyeyeyeyeyyeye là một loài thực ra em,-1,-1,-1,-1,-1,-1,-1,2
Mình cx ở hnoi mà ngày t4 mới nhận được Nhưng ksao giày sịn là được,-1,0,-1,1,-1,-1,-1,-1
"Giày tạm ổn,cũng bt thôi.nếu có thể được sử dụng các kiểu tóc này",-1,-1,-1,-1,-1,-1,2,-1
"Hàng giống quảng cáo, hàng đẹp , giao hàng siêu nhanh  Cảm ơn shop nhiều nhé 🥰🥰🥰",-1,1,1,-1,-1,1,-1,-1
Đẹp chất lượng hàng dùng rất tốt gjas khá rẻ so với chất lượng.,1,-1,1,1,-1,-1,-1,-1
"Giầy êm, giá vừa phải",2,-1,-1,1,-1,-1,-1,-1
Giao hàng nhanh đặt mới 1 ngày Giao luôn rồi . Giày đẹp nha mn  10 điểm 10 điểm,-1,1,1,-1,-1,-1,-1,-1
"Hàng chuẩn, giá săn được nên ok lắm ạ, giao hàng nhanh, tất cả đều OK, anh giao hàng nhiệt tình thân thiện",1,1,-1,-1,-1,1,2,-1
"Mình thấy shop bán sản phẩm khá xinh, size 39 cũng vừa với chân mình.",-1,-1,2,-1,1,-1,-1,-1
Oki nha săn sale nên khá rẻ mà chất lượng oki (H/a mang tính chất nhận xu thuii ạ hoan hỉ nha mn),2,-1,-1,2,-1,-1,-1,-1
Giày mang êm  đẹp đúng from  rất đẹp ship nhiệt tình dễ thương sẽ ủng hộ shop tặng shop 5 sdo luôn,-1,1,1,1,-1,-1,-1,-1
"Hàng đẹp , vs giá tiền này là quá ok luôn . mỗi tội giầy bị dính keo ít . nên mua hơn chân 2sz bt mk đi 38 nay mua 39 mà vẫn hơi kích. Ship nhanh 2 hôm là nhận đc r .",-1,1,1,-1,2,-1,1,-1
giầy đẹp ship thân thiện nên mua nha mn!!,-1,1,1,-1,-1,-1,-1,-1
Đẹp Giao Hàng Nhanh,-1,1,1,-1,-1,-1,-1,-1
"Đi đau mũi chân,  lót thêm tấm lót cũng khó chịu",-1,-1,-1,0,-1,-1,-1,-1
Shop làm ăn uy tính mua giá rẻ mà giày quá chất lượng cho shop 1000* mới đúng đẹp và tuyệt vời hơn mong đợi luôn Á tr không chê được,1,-1,-1,1,-1,1,-1,-1
"Giày đẹp hợp giá tiền, giao hàng hơi lâu",2,0,1,-1,-1,-1,-1,-1
"Giao hàng nhanh, giày giống ảnh, đi mềm ncl so với giá thì oke. Còn fom thì hơi nhỏ xíu",-1,-1,1,-1,-1,1,2,-1
"Giày đẹp lắm nha. Shop giao hàng nhanh. Form giày kiểu ôm khít chân nên nếu ai muốn đi rộng rãi thì nên up 1 size so với bình thường nha. Mình hay đi giày rộng mà mua đôi này ôm chân lắm, ib shop tư vấn rất nhiệt tình cách thức đổi giày nhưng mình nghĩ đi 1 time giàu còn mềm ra nên thui hihi",-1,1,1,-1,1,1,-1,-1
"Mình chọn size 42 đúng với số đo chân trên google, nma với trên shopee thì 42 với mình hơi rộng:)",-1,-1,-1,-1,2,-1,-1,-1
Giao hàng nhanh đóng gói hàng cẩn thận sản phẩm tốt,-1,1,-1,-1,-1,1,1,-1
Giày thì đẹp. Mà đã mua thêm hộp mà shop giao cái hộp chán đời ghê. Mua tặng mà giao hộp v sao tặng,-1,-1,1,-1,-1,0,-1,-1
"chất lượng , hợp giá tiền, rất xứng đáng",-1,-1,-1,1,-1,-1,1,-1
Shop gói cẩn thận Hàng rat đẹp Tôi rat thich Chat lieu tot Hang chuan giống ảnh,-1,-1,1,1,-1,1,-1,-1
"Giày nhẹ, thoáng mát",-1,-1,-1,1,-1,-1,-1,-1
"Giá rẻ mà chất lượng giày siêu cao, giày quá đẹp",1,-1,1,1,-1,-1,-1,-1
Thơn mới dùng lần đầu đi học về chưa ạ ạ à à anh đi cẩn thận nha anh,-1,-1,-1,-1,-1,-1,-1,2
"Mình nữ, bình thường đi size 37 thôi, nhưng mà trông đôi này đẹp mà rẻ nên vẫn bon chen mua. Xong mình mua thêm miếng độn thu nhỏ size nữa tuy vẫn hơi rộng 1 xíu nhưng êm và thoải mái lắm",-1,-1,-1,1,0,-1,-1,-1
"Giày okee nên mua nhé ae, mỗi tội bảo full box mà gửi bọc túi bóng chắc hết box. nói chung giày oke mà tâm lí khách hàng thường xem 1 sao trước nên mình để tạm 1 sao nhoéee",-1,-1,-1,-1,-1,0,1,-1
Giầy rất là đẹp luôn có cả hộp bảo vệ bên ngoài mình rất ưng luôn ý cảm ơn shop sản phẩm rất đáng mua 🤍❤️,-1,-1,1,-1,-1,1,-1,-1
Hình ảnh và video mang tính chất nhận xu giày hơi chật chút nhưng k sao,-1,-1,-1,-1,0,-1,-1,-1
Săn sale đưocj giá quá hời luôn mà chất lưowngn rất tốt nuea,2,-1,-1,1,-1,-1,-1,-1
Chất lượng kém,-1,-1,-1,0,-1,-1,-1,-1
"Với giá chưa đến 300k mà mua đc đôi này là quá xịn🙈. Giày bill+hộp đầy đủ luôn mà giày ko bị móp méo gì hết, giày nhẹ- êm đi ko bị đau chân🤩Ưng cực kì luôn,rất nên mua nha😍Nhưng mình nghĩ shop nên để ý hơn trong việc giao hàng nè, cải thiện hơn cả về dịch vụ tư vấn khách hàng nhanh hơn nữa là quá ok",-1,2,-1,1,-1,2,-1,-1
Giày đem giặt rồi nên k có hình .Giày đẹp nha mọi người ơi .nên mua nha .đẹp hơn trên ảnh ạ .bền hay k thì còn phải trải nghiệm ạ,-1,-1,1,2,-1,-1,-1,-1
đệp thằng em rất thích sẽ ủng hộ shop vào lần sau ảnh chỉ mang tính chất minh hoạ,-1,-1,1,-1,-1,-1,-1,-1
Ui sản phẩm cũng được lắm nha. Giao hơi chậm xíu nhưng ko saooo 👍,-1,2,-1,-1,-1,-1,1,-1
Hàng đẹp như quảng cáo hơn cả hình,-1,-1,1,-1,-1,-1,-1,-1
Xin lỗi vì hình ảnh khoongnlieen quan nhưng sản phẩm xịn xò lắm dùng rất là ổn luôn đích thị chân ái ạ,-1,-1,-1,-1,-1,-1,1,-1
Tiền nào của nấy nói chung cũng ổn,-1,-1,-1,-1,-1,-1,2,-1
Hàng OK nhưng shop giao sai size mình đặt 38 thành 41 nên cho 4 sao thôi. Shop có hỗ trợ hoàn đổi nhưng mình vẫn nhận đơn này nhé,-1,-1,-1,-1,-1,0,2,-1
Hàng ok ae nên mua,-1,-1,-1,-1,-1,-1,1,-1
"Mua đc với giá 155k, giá hời nhma rất chất lượng, cứng cáp, mm nên mua",1,-1,-1,1,-1,-1,-1,-1
"Nếu shopee xác nhận sớm thì phải nói shop giao hàng rất rất nhanh nha, nhưng chờ shopee duyệt đơn mỏi mòn đến tận 5-6 ngày mới nhận được. Giày đẹp, size vừa in, có hoá đơn hẳn hoi ý. Sịn sò lắm",-1,1,1,-1,1,1,-1,-1
Ok nha mng,-1,-1,-1,-1,-1,-1,1,-1
"Sản phẩm đúng mô tả, giao hàng nhanh, an toàn. Hình ảnh mang tính nhận xu nhé! Thanks shop",-1,1,-1,-1,-1,-1,1,-1
"Giày đẹp, đường may chắc chắn, đế mềm lắm đi rất êm chân luôn á mọi người",-1,-1,1,1,-1,-1,-1,-1
"Đẹp lắm trời ơiiii, đế đỉnh lắm, nhìn đẹp vl k chê được nha, mình thấy ny đen đẹp hơn í",-1,-1,1,1,-1,-1,-1,-1
Giau hàng quá lâu giày thì thấy cũng OK so với giá,-1,-1,-1,-1,-1,-1,2,-1
Quá chất lượng,-1,-1,-1,1,-1,-1,-1,-1
Đa nhân được hàng đóng  gói chắc chắn giao hàng quốc tế Lâu chất Lượng thi chua biết nếu tốt thì  Lần sau mua tiếp,-1,0,-1,2,-1,1,-1,-1
Combo 2 tất bướm lại ra 4 tất gấu không đáng tiền 1 chút nào nếu là 39 k thì quá đắt . Nhưng được anh shippee tận tình,0,1,-1,-1,-1,-1,-1,-1
"Giao hàng nhanh, Đúng size, chất lượng sản phẩm tuyệt vời, good",-1,1,-1,1,1,-1,-1,-1
Giày đẹp con gái mình rất thích.mọi người nên mua tăng 1 size đi cho thoải mái.cảm ơn shop,-1,-1,1,-1,2,-1,-1,-1
Mua đi ae dm khá ok,-1,-1,-1,-1,-1,-1,1,-1
"Giao hàng siêu nhanh , đặt trưa hôm trước sáng sớm hôm sau đã nhận đc r ạ. Giày đi êm chân, m đi 37 vừa in.",-1,1,-1,1,-1,-1,-1,-1
"Hình ảnh chỉ mang tính chất minh hoạ nhận xu, hàng khá oki",-1,-1,-1,-1,-1,-1,2,-1
Giày đẹp lắm . Đóng gói cẩn thận giống hình . Giao hàng nhanh,-1,1,1,-1,-1,1,-1,-1
"Sản phẩm rất ok luôn , ưng ý vs cả hơi chật nhưng chỉ là một tí thôi",-1,-1,-1,-1,2,-1,1,-1
"Giày bất ổn. Đầu tiên phải nói là giày bên ngoài khác so với hình ảnh, trước khi mua tớ đã xem qua ý kiến khách mua trước, và tớ thấy khá nhiều phản hồi tích cực. Giá này thì tớ không quá kì vọng, nhưng cũng không nghĩ nó sẽ tệ như vậy. Giày của tớ về thì thấy các lỗ luông dây không đều, bên cao bên thấp. Dây giày quá ngắn, giày bị nhàu và bẩn nhưng cũng không đáng kể. Chủ yếu là giày không có độ phồng như ảnh (tớ cũng không biết nói như thế nào). Tuy nhiên cũng không gọi là quá tệ. /Ảnh - video mang tính nhận xu/",-1,-1,0,-1,-1,0,-1,-1
đẹp lắm mng ơi nhận mà k ngỡ lùn ý,-1,-1,1,-1,-1,-1,-1,-1
"Giày đi vừa chân, đi êm, giao hàng nhanh, mẫu mã cũng đẹpppppp",-1,1,2,1,1,-1,-1,-1
Tôi rất hài lòng về sản phẩm,-1,-1,-1,-1,-1,-1,1,-1
Giao hàng nhanh chất lượng giày thì khá ổn so với giá tuy có chút nhăn ở đầu. bthường mjk đi sz 36 mjk vẫn lấy nguyên sz đó k tăng vẫn vừa nhé,-1,1,-1,-1,1,-1,2,-1
Ok ok khá ok nhưng mình ch hài lòng mấy về sản phẩm ở chỗ dây giay,-1,-1,-1,-1,-1,-1,2,-1
"giày giống form giày nam  sản phẩm ok, một chút chỉ thừa  anh có thể là do anh mà không có tiền đâu ra",-1,-1,-1,0,-1,-1,1,-1
"Shop chuẩn bị hàng nhanh, sản phẩm lại rất rất đẹp và ưng ý. Cho shop 5* tuyệt vời",-1,-1,1,-1,-1,1,-1,-1
anh yêu em nhiều hơn youtube youtube ờ anh ơi anh yêu em anh không muốn làm quen được không em có gì mà không biết có phải ở đâu đấy tư,-1,-1,-1,-1,-1,-1,-1,2
K nghĩ với giá tiền rẻ như vậy mà hàng lại đẹp thế,1,-1,1,-1,-1,-1,-1,-1
với đôi giày này thì gọi là tạm có 1 lỗ trên thân giày vì là giày giá rẻ nên k thể đòi hỏi nhiêif đc da khá dễ tróc nói chung là tạm khá đáng để thử,1,-1,-1,-1,-1,-1,2,-1
"Giày xinhhhhhh , đi êm, rẻ và đẹp, zinh xănnn",1,-1,1,1,-1,-1,-1,-1
mua cho mẹ… thấy cũng khá là ok… mẹ đi thể dục.. nhưng mẹ bảo đế hơi cứng thì phải.,-1,-1,-1,0,-1,-1,-1,-1
"Gói hàng ộp ẹp, kh có nổi cái chống sốc, hộp bên ngoài móp nặng lun nhma giày mang thì cx ok",-1,-1,-1,-1,-1,0,1,-1
"Hình ảnh mang tính chất minh hoạ thoii nhé   giày ổn chơi thể thao dc, mua rộng một size cho thoải mái nhé",-1,-1,-1,-1,2,-1,2,-1
"Cũng ok mọi ng ạ. Mọi ng mua thử xem, mình thấy khá ổn. Nhưng shop nên đóng hàng cẩn thận hơn chút nhé",-1,-1,-1,-1,-1,0,2,-1
"mang vừa chân , đế lót chân không vừa ý cho lắm",-1,-1,-1,0,1,-1,-1,-1
Lấy cỡ 41 hơn nhỏ nhưng không sao vẫn đi đi,-1,-1,-1,-1,2,-1,-1,-1
Giày tạm được thôi tặng shop 4 sao giống với mô tả giao hàng nhanh,-1,1,1,-1,-1,-1,2,-1
Giày oke phù hợp với giá tiền. Nhưng hàng không có box may mà có cái giữ form nên không bị mất form giày,-1,-1,-1,-1,-1,0,1,-1
Giá ổn giao hàng nhanh chất lượng tốt nên mua nha mn,2,1,-1,1,-1,-1,-1,-1
Giày ko đúng chất lượng Nói đúng hơn là dép cao su chứ ko phải giày cho nên ko thể cho sao nào  Hàng giả nháy ko đúng chất lượng,-1,-1,-1,0,-1,-1,0,-1
"Giao hàng nhanh ,giày như hình rất dày dặn oki",-1,1,-1,1,-1,-1,-1,-1
"Giày nhìn chung khá tốt, từ bé tới giờ đi thể thao toàn mua asia đi rất bền",-1,-1,-1,-1,-1,-1,1,-1
"Giày giá rẻ phù hợp giá tiền hàng giao hơi lâu thôi ạ, không có ảnh nên lấy tạm",1,0,-1,-1,-1,-1,-1,-1
Đặt trắng vệt nâu mà về trắng vệt đen,-1,-1,-1,-1,-1,0,-1,-1
Hàng êm ạ... Tăng thêm 1 size mang sẽ đỡ đau chân,-1,-1,-1,-1,2,-1,2,-1
Giày đẹp nha 👍👍,-1,-1,1,-1,-1,-1,-1,-1
oke nhé bạn yêu em lắm em ạ ạ à à hả anh về anh đi ngủ đây chúc anh một chút nữa,-1,-1,-1,-1,-1,-1,-1,2
Đúng vớ mô tả. Nhìn đẹp nhé. Hình ảnh mang tính chất nhận xu thoai nhé mn,-1,-1,1,-1,-1,-1,1,-1
"Nhìn chung giày rất đẹp. Shop đóng gói cẩn thận lắm chắc do quá trình vận chuyển nên hộp hơi móp méo,bạn nào muốn hộp đẹp để tặng sinh nhật hay giữ lại thì nên mua thêm hộp bảo vệ có mấy nghìn mà yên tâm luôn à. Giao hàng nhanh chóng,đúng và đầy đủ tuyệt vời",-1,1,-1,-1,-1,1,-1,-1
Gots giày bị lem keo quá nhiều giao hnangf nhanh,-1,1,0,-1,-1,-1,-1,-1
"Giày khá đẹp so với giá, giống hình, chất lượng cần them thời gian đi thử, mọi người có thể mua",-1,-1,1,1,-1,-1,-1,-1
"giày okk, form lên chân đẹp, mỗi tội shop giao ko đúng màu vs viền giày có lỗi chi tiết nhỏ, còn lại tổng thể đẹp, chắc chắn",-1,-1,1,1,-1,0,-1,-1
Đung sai số giày rất đẹp moi người nên mua ai ko mua thì tiếc nha,-1,-1,1,-1,1,-1,-1,-1
"giày đẹp , giá này còn rẻ so với thị trường , nên chọn đúng size 🍻kh gi để chê🩵",1,-1,1,-1,-1,-1,-1,-1
Vì là hàng quốc tế nên giao hàng khá lâu đóng gói cẩn thận chất lượng ok giống với mô tả,-1,0,-1,1,-1,1,-1,-1
"Mua hàng mà lại giày trên mạng mình cũng ngại, nhưng đánh liều mua thử, tưởng không đẹp mà đẹp và Hải lòng không tưởng.",-1,-1,-1,-1,-1,-1,2,-1
"Giày dẹp nha, giá như vậy là khá Oke rồi, chưa đi nên chưa tesst được độ bền",2,-1,1,-1,-1,-1,-1,-1
"Sản phẩm đúng với mô tả, đặt hôm trước mà hôm sau đã nhận hàng được lun rồi. Giày êm, phù hợp với chạy bộ",-1,1,-1,1,-1,-1,-1,-1
"Mua cho con trai, con khen đẹp và êm chân. Đi phải giữ gìn ko là nhanh bẩn lắm",-1,-1,1,1,-1,-1,-1,-1
